,car_brand,car_model,car_price,car_city,car_fuel,car_transmission,car_drive,car_mileage,car_country,car_engine_capacity,car_engine_hp,car_age
9297,Honda,Civic Ferio   ,410000,Irkutsk,gasoline,automatic,FWD,342000,JP,1.5,105,24
9298,Toyota,Premio    ,1650000,Irkutsk,gasoline,CVT,4WD,125000,JP,1.8,133,13
9299,Infiniti,M35    ,1100000,Irkutsk,gasoline,automatic,4WD,235600,JP,3.5,280,17
9300,Mazda,Mazda6    ,1466666,Irkutsk,gasoline,automatic,FWD,178200,JP,2.0,150,11
9301,Toyota,Corolla    ,575000,Irkutsk,gasoline,manual,FWD,235000,JP,1.4,97,19
9302,Toyota,Passo    ,800000,Irkutsk,gasoline,CVT,FWD,140000,JP,1.0,69,8
9303,Honda,Fit Shuttle   ,1300000,Irkutsk,gasoline,CVT,FWD,120,JP,1.5,120,12
9304,Lada,2110    ,140000,Chelyabinsk,gasoline,manual,FWD,131000,RUS,1.6,80,19
9305,Jeep,Grand Cherokee   ,1100000,Irkutsk,gasoline,automatic,4WD,190000,USA,3.7,211,19
9306,Hyundai,Tucson    ,850000,Irkutsk,gasoline,automatic,4WD,169500,KR,2.7,175,19
9307,Hyundai,Creta    ,2300000,Irkutsk,gasoline,automatic,FWD,18000,KR,2.0,149,3
9308,Toyota,Voxy    ,1600000,Irkutsk,gasoline,CVT,4WD,250000,JP,2.0,140,16
9309,Hyundai,Solaris    ,1470000,Irkutsk,gasoline,automatic,FWD,102000,KR,1.4,100,6
9310,Daihatsu,Move    ,650000,Irkutsk,gasoline,automatic,FWD,93000,JP,0.7,52,10
9311,Mazda,CX-9    ,1885000,Irkutsk,gasoline,automatic,4WD,142000,JP,3.7,277,11
9312,Lada,2110    ,150000,Chelyabinsk,gasoline,manual,FWD,150000,RUS,1.5,78,23
9313,Toyota,Sienta    ,1700000,Irkutsk,hybrid,CVT,FWD,37700,JP,1.5,74,6
9314,Skoda,Octavia    ,1300000,Irkutsk,gasoline,manual,FWD,130000,CZ,1.8,152,12
9315,Toyota,Caldina    ,350000,Irkutsk,gasoline,automatic,4WD,238000,JP,2.0,135,23
9316,Kia,Magentis    ,420000,Irkutsk,gasoline,manual,FWD,232000,KR,2.0,136,20
9317,Lada,2110    ,130000,Chelyabinsk,gasoline,manual,FWD,170000,RUS,1.5,78,19
9318,Lada,2110    ,200000,Chita,gasoline,manual,FWD,194116,RUS,1.6,80,17
9319,Kia,Picanto    ,800000,Irkutsk,gasoline,manual,FWD,140794,KR,1.0,69,12
9320,Toyota,Crown    ,2100000,Irkutsk,gasoline,automatic,RWD,225000,JP,2.5,203,14
9321,Hyundai,i40    ,1270000,Irkutsk,gasoline,automatic,FWD,270000,KR,2.0,150,11
9322,Renault,Megane    ,600000,Irkutsk,gasoline,manual,FWD,70000,FR,1.6,106,10
9323,Toyota,Camry    ,265000,Irkutsk,gasoline,automatic,FWD,370000,JP,2.0,140,27
9324,Toyota,Town Ace   ,350000,Irkutsk,gasoline,manual,4WD,250000,JP,2.0,97,36
9325,Ford,C-MAX    ,700000,Irkutsk,gasoline,manual,FWD,353000,USA,1.6,115,18
9326,Audi,A6    ,5200000,Irkutsk,hybrid,robot,4WD,68000,DE,3.0,340,6
9327,Kia,Pregio    ,250000,Irkutsk,diesel,manual,RWD,203000,KR,3.0,90,23
9328,Nissan,Almera Classic   ,500000,Irkutsk,gasoline,manual,FWD,365370,JP,1.6,107,13
9329,Honda,Z    ,290000,Irkutsk,gasoline,automatic,4WD,160000,JP,0.7,64,23
9330,Mercedes-Benz,GLE    ,8000000,Irkutsk,diesel,automatic,4WD,78000,DE,2.0,245,4
9331,Mitsubishi,Delica D:5   ,1500000,Irkutsk,gasoline,CVT,4WD,293000,JP,2.4,170,16
9332,Toyota,Land Cruiser Prado  ,2950000,Irkutsk,diesel,automatic,4WD,180300,JP,3.0,173,14
9333,Honda,Stepwgn    ,2000000,Irkutsk,gasoline,CVT,FWD,212000,JP,1.5,150,9
9334,Nissan,AD    ,100000,Irkutsk,gasoline,automatic,FWD,300000,JP,1.3,87,24
9335,Nissan,Cima    ,1000000,Irkutsk,gasoline,automatic,RWD,220000,JP,3.0,255,30
9336,BMW,3-Series    ,1000000,Irkutsk,gasoline,automatic,RWD,189000,DE,2.0,136,14
9337,Toyota,Caldina    ,699999,Irkutsk,gasoline,automatic,FWD,330000,JP,2.0,152,22
9338,Honda,CR-V    ,1545000,Irkutsk,gasoline,automatic,4WD,135000,JP,2.4,166,13
9339,Toyota,Camry    ,2350000,Irkutsk,gasoline,automatic,FWD,219000,JP,3.5,249,9
9340,Lada,2111    ,250000,Astrakhan,gasoline,manual,FWD,250000,RUS,1.6,82,19
9341,Nissan,Qashqai    ,1650000,Irkutsk,gasoline,CVT,FWD,145000,JP,2.0,144,10
9342,Toyota,Mark II   ,650000,Irkutsk,gasoline,automatic,RWD,345000,JP,2.0,135,30
9343,Skoda,Yeti    ,1300000,Irkutsk,gasoline,manual,FWD,70100,CZ,1.2,105,13
9344,Peugeot,301    ,660000,Irkutsk,gasoline,automatic,FWD,190000,FR,1.6,115,11
9345,Lada,2111    ,120000,Barnaul,gasoline,manual,FWD,324525,RUS,1.6,89,19
9346,Infiniti,QX56    ,1800000,Irkutsk,gasoline,automatic,4WD,215000,JP,5.6,325,17
9347,Hyundai,Santa Fe   ,2350000,Irkutsk,gasoline,automatic,4WD,95000,KR,2.4,171,8
9348,Mercedes-Benz,M-Class    ,650000,Irkutsk,gasoline,automatic,4WD,330000,DE,3.2,218,25
9349,Audi,Q5    ,1300000,Irkutsk,gasoline,robot,4WD,237000,DE,2.0,211,15
9350,Kia,Optima    ,2150000,Irkutsk,gasoline,automatic,FWD,53000,KR,2.0,150,6
9351,Audi,A6    ,5890000,Irkutsk,hybrid,robot,4WD,37000,DE,2.0,245,5
9352,Volvo,S60    ,1888000,Irkutsk,gasoline,automatic,FWD,135000,SE,1.6,180,10
9353,Volvo,S90    ,170000,Irkutsk,gasoline,automatic,RWD,617000,SE,2.9,145,27
9354,Nissan,Almera Classic   ,610000,Irkutsk,gasoline,automatic,FWD,275000,JP,1.6,107,12
9355,Renault,Duster    ,1414000,Irkutsk,gasoline,automatic,4WD,106000,FR,2.0,143,9
9356,Lada,2111    ,170000,Voronezh,gasoline,manual,FWD,190000,RUS,1.6,89,18
9357,Subaru,Levorg    ,1670000,Irkutsk,gasoline,CVT,4WD,134000,JP,1.6,170,8
9358,Nissan,AD    ,180000,Irkutsk,diesel,automatic,FWD,300000,JP,2.2,79,22
9359,Toyota,Corolla    ,160000,Irkutsk,gasoline,manual,FWD,375483,JP,1.3,75,36
9360,Mercedes-Benz,GLC    ,5750000,Irkutsk,diesel,automatic,4WD,46000,DE,2.0,194,3
9361,Toyota,Harrier    ,1150000,Irkutsk,gasoline,automatic,4WD,262000,JP,2.2,140,24
9362,Honda,Saber    ,400000,Irkutsk,gasoline,automatic,FWD,158900,JP,2.5,200,25
9363,Lexus,CT200h    ,1625000,Irkutsk,hybrid,CVT,FWD,155500,JP,1.8,99,12
9364,BMW,3-Series    ,2185000,Irkutsk,gasoline,automatic,RWD,67000,DE,1.5,136,8
9365,Honda,Shuttle    ,1410000,Irkutsk,hybrid,robot,4WD,156000,JP,1.5,110,8
9366,Mazda,Premacy    ,1458000,Irkutsk,gasoline,automatic,4WD,147000,JP,2.0,139,8
9367,Audi,Q3    ,1625000,Irkutsk,gasoline,robot,4WD,150000,DE,2.0,170,12
9368,Toyota,Prius    ,995000,Irkutsk,hybrid,CVT,FWD,200000,JP,1.5,76,16
9369,Lada,2111    ,300000,Voronezh,gasoline,manual,FWD,253145,RUS,1.5,90,21
9370,Subaru,Forester    ,490000,Irkutsk,gasoline,manual,4WD,400000,JP,2.0,240,25
9371,Toyota,Yaris    ,1420000,Irkutsk,gasoline,CVT,FWD,65000,JP,1.0,69,4
9372,Honda,Insight    ,850000,Irkutsk,hybrid,CVT,FWD,162000,JP,1.3,88,15
9373,Nissan,X-Trail    ,1925000,Irkutsk,gasoline,CVT,4WD,129000,JP,2.0,147,8
9374,Nissan,Juke    ,1297000,Irkutsk,gasoline,CVT,4WD,111000,JP,1.6,190,13
9375,Toyota,Prius    ,1750000,Irkutsk,hybrid,CVT,4WD,195,JP,1.8,98,8
9376,BMW,X5    ,1800000,Irkutsk,gasoline,automatic,4WD,150000,DE,4.8,355,17
9377,Toyota,Vitz    ,870000,Irkutsk,gasoline,CVT,FWD,131000,JP,1.0,69,8
9378,Toyota,Isis    ,1315000,Irkutsk,gasoline,CVT,FWD,206000,JP,1.8,144,12
9379,Haval,F7x    ,2685000,Irkutsk,gasoline,automatic,4WD,65000,CN,2.0,190,3
9380,Haval,F7x    ,2500000,Irkutsk,gasoline,robot,4WD,39500,CN,2.0,224,4
9381,Honda,Freed    ,1080000,Irkutsk,gasoline,CVT,FWD,132000,JP,1.5,118,12
9382,Mitsubishi,Montero    ,600000,Irkutsk,gasoline,automatic,4WD,185000,JP,3.0,151,32
9383,Porsche,Cayenne    ,3850000,Irkutsk,gasoline,automatic,4WD,178000,DE,3.6,300,11
9384,Porsche,Cayenne    ,5650000,Irkutsk,diesel,automatic,4WD,124500,DE,4.1,385,8
9385,Chery,Tiggo 4   ,1800000,Irkutsk,gasoline,CVT,FWD,75694,CN,2.0,122,5
9386,Honda,Stream    ,500000,Irkutsk,gasoline,automatic,FWD,345000,JP,2.0,154,23
9387,Kia,Rio    ,1390000,Irkutsk,gasoline,automatic,FWD,142500,KR,1.6,123,7
9388,Toyota,Voxy    ,2442000,Irkutsk,gasoline,CVT,FWD,42000,JP,2.0,152,6
9389,Toyota,Ipsum    ,435000,Irkutsk,gasoline,automatic,FWD,351000,JP,2.0,135,27
9390,Opel,Astra    ,500000,Irkutsk,gasoline,robot,FWD,195000,DE,1.6,105,17
9391,Toyota,Wish    ,865000,Irkutsk,gasoline,automatic,FWD,318000,JP,1.8,132,19
9392,Toyota,Ractis    ,695000,Irkutsk,gasoline,CVT,FWD,190800,JP,1.3,87,15
9393,Subaru,Outback    ,800000,Irkutsk,gasoline,automatic,4WD,300000,JP,2.5,165,19
9394,Toyota,Aqua    ,1415000,Irkutsk,hybrid,CVT,FWD,62000,JP,1.5,74,6
9395,Toyota,Premio    ,990000,Irkutsk,gasoline,CVT,FWD,197000,JP,1.8,136,17
9396,Nissan,Note    ,1380000,Irkutsk,hybrid,automatic,FWD,82000,JP,1.2,79,6
9397,Kia,Venga    ,900000,Irkutsk,gasoline,manual,FWD,94000,KR,1.4,90,11
9398,Toyota,Prius    ,1000000,Irkutsk,hybrid,CVT,FWD,200000,JP,1.8,99,12
9399,Porsche,Cayenne    ,1700000,Irkutsk,gasoline,automatic,4WD,145000,DE,4.8,405,16
9400,Honda,Fit    ,820000,Irkutsk,gasoline,CVT,FWD,265000,JP,1.3,100,16
9401,Mazda,Mazda3    ,659000,Irkutsk,gasoline,automatic,FWD,190000,JP,1.6,105,19
9402,Honda,Prelude    ,360000,Irkutsk,gasoline,manual,FWD,58700,JP,2.2,200,30
9403,Subaru,Impreza    ,910000,Irkutsk,gasoline,automatic,FWD,160000,JP,1.5,110,15
9404,Toyota,Land Cruiser   ,1160000,Irkutsk,gasoline,manual,4WD,585000,JP,4.5,205,27
9405,Toyota,Camry    ,860000,Irkutsk,gasoline,automatic,FWD,420000,JP,2.4,159,23
9406,Honda,Fit    ,999000,Irkutsk,gasoline,CVT,FWD,74000,JP,1.3,100,14
9407,Nissan,Note    ,1159000,Irkutsk,gasoline,CVT,FWD,70860,JP,1.2,79,5
9408,Nissan,Juke    ,1219000,Irkutsk,gasoline,CVT,FWD,81746,JP,1.5,114,13
9409,Skoda,Octavia    ,880000,Irkutsk,gasoline,robot,FWD,190000,CZ,1.8,160,11
9410,Subaru,Legacy    ,390000,Irkutsk,gasoline,automatic,4WD,340000,JP,2.0,137,22
9411,Lada,2111    ,115000,Yekaterinburg,gasoline,manual,FWD,150000,RUS,1.6,89,16
9412,Nissan,Tiida Latio   ,798000,Irkutsk,gasoline,automatic,4WD,233500,JP,1.5,109,13
9413,Skoda,Rapid    ,1545000,Irkutsk,gasoline,robot,FWD,91000,CZ,1.4,125,7
9414,Toyota,Verossa    ,690000,Irkutsk,gasoline,automatic,RWD,360000,JP,2.0,160,21
9415,Kia,Rio    ,950000,Irkutsk,gasoline,automatic,FWD,124000,KR,1.6,123,11
9416,Toyota,Corona    ,400000,Irkutsk,gasoline,automatic,FWD,342224,JP,1.8,125,30
9417,Lexus,RX350    ,2890000,Irkutsk,gasoline,automatic,4WD,124700,JP,3.5,277,13
9418,Toyota,Prius    ,1300000,Irkutsk,hybrid,CVT,FWD,240000,JP,1.8,99,14
9419,Toyota,Vitz    ,1350000,Irkutsk,gasoline,CVT,FWD,158000,JP,1.5,109,10
9420,Chery,Tiggo 7 Pro  ,2099000,Irkutsk,gasoline,CVT,FWD,25281,CN,1.5,147,3
9421,Honda,Accord    ,530000,Irkutsk,gasoline,automatic,FWD,510000,JP,2.3,160,24
9422,Toyota,Hiace    ,420000,Irkutsk,diesel,automatic,RWD,280000,JP,3.0,97,32
9423,Nissan,Note    ,1550000,Irkutsk,hybrid,automatic,FWD,76800,JP,1.2,79,6
9424,Hyundai,Grand Starex   ,950000,Irkutsk,diesel,automatic,RWD,248000,KR,2.5,145,15
9425,Toyota,Spade    ,1065000,Irkutsk,gasoline,CVT,FWD,92000,JP,1.5,109,12
9426,Volkswagen,Polo    ,885000,Irkutsk,gasoline,automatic,FWD,174000,DE,1.6,105,10
9427,Hyundai,Creta    ,1875000,Irkutsk,gasoline,automatic,4WD,94000,KR,2.0,149,7
9428,Toyota,Roomy    ,1138000,Irkutsk,gasoline,CVT,FWD,14000,JP,1.0,69,4
9429,Toyota,Corona Premio   ,480000,Irkutsk,gasoline,automatic,FWD,220000,JP,1.8,115,25
9430,Toyota,Caldina    ,550000,Irkutsk,gasoline,automatic,FWD,140000,JP,1.8,115,23
9431,Volkswagen,Polo    ,1220000,Irkutsk,gasoline,automatic,FWD,90300,DE,1.6,110,6
9432,Toyota,Corolla    ,243000,Irkutsk,gasoline,automatic,FWD,260000,JP,1.5,105,31
9433,Mitsubishi,L200    ,920000,Irkutsk,diesel,manual,4WD,238000,JP,2.5,136,14
9434,Audi,A6    ,4490000,Irkutsk,hybrid,robot,4WD,33000,DE,2.0,245,4
9435,Lexus,LX470    ,3640000,Irkutsk,gasoline,automatic,4WD,245000,JP,4.7,268,17
9436,Mazda,CX-7    ,1300000,Irkutsk,gasoline,automatic,4WD,190000,JP,2.3,238,13
9437,Mazda,MPV    ,500000,Irkutsk,gasoline,automatic,FWD,275000,JP,2.0,135,22
9438,Toyota,Premio    ,735000,Irkutsk,gasoline,automatic,FWD,340000,JP,1.8,132,21
9439,Honda,Fit    ,840000,Irkutsk,hybrid,CVT,FWD,135000,JP,1.3,88,13
9440,Toyota,Crown    ,715000,Irkutsk,gasoline,automatic,RWD,1000,JP,2.5,200,27
9441,Nissan,Qashqai    ,1498000,Irkutsk,gasoline,CVT,4WD,91300,JP,2.0,141,12
9442,Mitsubishi,ASX    ,1598000,Irkutsk,gasoline,CVT,FWD,53400,JP,1.8,140,11
9443,Mercedes-Benz,E-Class    ,2150000,Irkutsk,gasoline,automatic,RWD,70000,DE,2.0,184,11
9444,Toyota,Land Cruiser   ,8450000,Irkutsk,diesel,automatic,4WD,150000,JP,4.5,249,6
9445,Toyota,Town Ace   ,850000,Irkutsk,gasoline,automatic,4WD,253000,JP,1.5,97,13
9446,Honda,Elysion    ,1410000,Irkutsk,gasoline,automatic,FWD,233000,JP,2.4,160,18
9447,Honda,Capa    ,350000,Irkutsk,gasoline,automatic,FWD,188000,JP,1.5,98,39
9448,Toyota,Camry    ,4200000,Irkutsk,gasoline,automatic,FWD,19000,JP,2.5,200,3
9449,Nissan,Presage    ,420000,Irkutsk,gasoline,automatic,FWD,240000,JP,2.4,150,26
9450,Hyundai,Solaris    ,1880000,Irkutsk,gasoline,automatic,FWD,78000,KR,1.6,123,3
9451,Toyota,Mark II   ,765000,Irkutsk,gasoline,automatic,RWD,358000,JP,2.5,200,27
9452,Toyota,Corona    ,260000,Irkutsk,gasoline,automatic,FWD,185000,JP,1.8,125,31
9453,Toyota,Ipsum    ,585000,Irkutsk,gasoline,automatic,FWD,266200,JP,2.0,135,26
9454,Lada,2111    ,159000,Kazan,gasoline,manual,FWD,253000,RUS,1.5,78,20
9455,Toyota,RAV4    ,2370000,Irkutsk,gasoline,CVT,4WD,73000,JP,2.0,146,10
9456,Kia,Mohave    ,1600000,Irkutsk,diesel,automatic,4WD,220000,KR,3.0,250,13
9457,Toyota,Sienta    ,1500000,Irkutsk,gasoline,CVT,4WD,69000,JP,1.5,103,6
9458,Toyota,Sienta    ,1488000,Irkutsk,hybrid,CVT,FWD,97000,JP,1.5,74,8
9459,Land Rover,Rover Range Rover Sport ,3590000,Irkutsk,diesel,automatic,4WD,115095,UK,3.0,292,9
9460,Lexus,RX300    ,5640000,Irkutsk,gasoline,automatic,4WD,29297,JP,2.0,238,4
9461,Lexus,RX350    ,2250000,Irkutsk,gasoline,automatic,4WD,233000,JP,3.5,277,15
9462,Toyota,Corolla Fielder   ,640000,Irkutsk,gasoline,automatic,FWD,228000,JP,1.5,110,22
9463,Lada,2111    ,225000,Krasnodar,gasoline,manual,FWD,240000,RUS,1.6,89,17
9464,Lada,2111    ,165000,Krasnodar,gasoline,manual,FWD,136532,RUS,1.5,72,23
9465,Volkswagen,Touareg    ,1200000,Irkutsk,gasoline,automatic,4WD,430000,DE,4.2,350,16
9466,Chevrolet,Lacetti    ,450000,Irkutsk,gasoline,automatic,FWD,220000,USA,1.6,109,19
9467,Toyota,Mark II   ,885000,Irkutsk,gasoline,automatic,RWD,222300,JP,2.0,160,22
9468,Audi,Q7    ,3350000,Irkutsk,gasoline,automatic,4WD,40250,DE,2.0,252,5
9469,Hyundai,Creta    ,2530000,Irkutsk,gasoline,automatic,FWD,4700,KR,1.6,123,3
9470,Toyota,Corolla Fielder   ,1250000,Irkutsk,gasoline,CVT,4WD,152000,JP,1.5,103,9
9471,Hyundai,Santa Fe   ,2300000,Irkutsk,diesel,automatic,4WD,130000,KR,2.2,200,9
9472,Toyota,Corolla    ,1950000,Irkutsk,gasoline,CVT,FWD,21000,JP,1.8,140,5
9473,Toyota,Land Cruiser Prado  ,5850000,Irkutsk,gasoline,automatic,4WD,146000,JP,4.0,249,6
9474,Haval,F7x    ,2500000,Irkutsk,gasoline,robot,4WD,62000,CN,2.0,190,4
9475,OMODA,S5    ,2360000,Irkutsk,gasoline,CVT,FWD,6000,CN,1.5,147,1
9476,Toyota,Camry    ,2890000,Irkutsk,gasoline,automatic,FWD,65000,JP,2.5,181,4
9477,Lada,2111    ,230000,Krasnodar,gasoline,manual,FWD,156000,RUS,1.6,89,15
9478,Toyota,Harrier    ,3550000,Irkutsk,gasoline,CVT,FWD,42000,JP,2.0,151,4
9479,Toyota,Wish    ,1535000,Irkutsk,gasoline,CVT,FWD,105000,JP,1.8,144,14
9480,Mitsubishi,Pajero    ,675000,Irkutsk,gasoline,automatic,4WD,367000,JP,3.5,202,23
9481,Honda,Inspire    ,850000,Irkutsk,gasoline,automatic,FWD,296147,JP,3.0,250,20
9482,Toyota,Land Cruiser Prado  ,1570000,Irkutsk,gasoline,automatic,4WD,86900,JP,3.4,185,21
9483,Daihatsu,Move    ,589000,Irkutsk,gasoline,CVT,FWD,90000,JP,0.7,64,13
9484,Volkswagen,Polo    ,935000,Irkutsk,gasoline,automatic,FWD,174000,DE,1.6,105,11
9485,Honda,Shuttle    ,1420000,Irkutsk,hybrid,robot,FWD,111000,JP,1.5,110,8
9486,Honda,Vezel    ,2348000,Irkutsk,gasoline,CVT,FWD,40000,JP,1.5,131,6
9487,Renault,Symbol    ,300000,Irkutsk,gasoline,manual,FWD,222599,FR,1.4,75,18
9488,Toyota,Wish    ,1648000,Irkutsk,gasoline,CVT,4WD,132000,JP,1.8,130,10
9489,Hyundai,Avante    ,1165000,Irkutsk,gasoline,automatic,FWD,94000,KR,1.6,140,12
9490,Mitsubishi,Mirage    ,630000,Irkutsk,gasoline,CVT,FWD,118670,JP,1.0,69,10
9491,Toyota,Wish    ,1391000,Irkutsk,gasoline,CVT,4WD,183315,JP,1.8,130,10
9492,Hyundai,Creta    ,2699000,Irkutsk,gasoline,automatic,4WD,38000,KR,2.0,149,3
9493,Toyota,Corolla    ,395000,Irkutsk,gasoline,automatic,FWD,270000,JP,1.3,87,22
9494,Toyota,Wish    ,918000,Irkutsk,gasoline,CVT,4WD,113000,JP,1.8,130,12
9495,Nissan,AD    ,255000,Irkutsk,gasoline,automatic,FWD,500,JP,1.5,100,24
9496,Chevrolet,Niva    ,850000,Irkutsk,gasoline,manual,4WD,72000,USA,1.7,80,6
9497,Volvo,XC60    ,2990000,Irkutsk,diesel,automatic,4WD,134094,SE,2.4,190,8
9498,Toyota,Wish    ,1890000,Irkutsk,gasoline,CVT,FWD,86490,JP,1.8,143,7
9499,Honda,CR-V    ,600000,Irkutsk,gasoline,automatic,4WD,278000,JP,2.0,150,25
9500,Honda,Vezel    ,3300000,Irkutsk,gasoline,CVT,FWD,29886,JP,1.5,172,4
9501,Nissan,Teana    ,1490000,Irkutsk,gasoline,CVT,FWD,187810,JP,2.5,173,10
9502,Subaru,Legacy    ,480000,Irkutsk,gasoline,automatic,4WD,400000,JP,2.5,167,24
9503,Toyota,Corolla    ,2950000,Irkutsk,hybrid,CVT,FWD,19000,JP,1.8,98,2
9504,Lada,2111    ,430000,Krasnodar,gasoline,manual,FWD,90000,RUS,1.5,91,23
9505,Mitsubishi,Outlander    ,1820000,Irkutsk,gasoline,CVT,4WD,182000,JP,2.0,146,11
9506,Toyota,Verossa    ,510000,Irkutsk,gasoline,automatic,RWD,329000,JP,2.5,200,23
9507,Mercedes-Benz,C-Class    ,5150000,Irkutsk,gasoline,automatic,RWD,30000,DE,1.5,150,3
9508,Mitsubishi,Lancer    ,985000,Irkutsk,gasoline,CVT,FWD,135000,JP,1.8,143,14
9509,Nissan,Bluebird    ,90000,Irkutsk,gasoline,automatic,FWD,200000,JP,2.0,145,33
9510,Mitsubishi,Lancer    ,423000,Irkutsk,gasoline,manual,FWD,140000,JP,1.6,98,16
9511,Renault,Sandero    ,420000,Irkutsk,gasoline,manual,FWD,214534,FR,1.6,82,9
9512,Nissan,Cube    ,834000,Irkutsk,gasoline,CVT,FWD,100000,JP,1.5,111,6
9513,Kia,Rio    ,255000,Irkutsk,gasoline,automatic,FWD,260000,KR,1.5,95,22
9514,Nissan,X-Trail    ,1600000,Irkutsk,gasoline,CVT,4WD,153000,JP,2.0,141,13
9515,Kia,Optima    ,2300000,Irkutsk,gasoline,automatic,FWD,108000,KR,2.0,245,5
9516,Volkswagen,Touareg    ,3100000,Irkutsk,gasoline,automatic,4WD,103000,DE,3.6,249,9
9517,Toyota,Prius    ,845000,Irkutsk,hybrid,CVT,FWD,260000,JP,1.5,76,16
9518,Nissan,X-Trail    ,1198000,Irkutsk,gasoline,CVT,4WD,223000,JP,2.0,141,17
9519,Toyota,Vitz    ,1069000,Irkutsk,gasoline,CVT,FWD,88379,JP,1.0,69,6
9520,Lexus,CT200h    ,1650000,Irkutsk,hybrid,CVT,FWD,205000,JP,1.8,99,12
9521,Nissan,Qashqai    ,2910000,Irkutsk,gasoline,CVT,4WD,19500,JP,2.0,144,3
9522,Toyota,Vitz    ,915000,Irkutsk,gasoline,CVT,FWD,143000,JP,1.0,69,8
9523,Toyota,Corolla Fielder   ,1328000,Irkutsk,hybrid,CVT,FWD,95100,JP,1.5,74,8
9524,Toyota,Camry    ,730000,Irkutsk,gasoline,manual,FWD,349200,JP,2.4,151,20
9525,Audi,Q7    ,4850000,Irkutsk,gasoline,automatic,4WD,60000,DE,2.0,252,5
9526,Toyota,Corona Premio   ,330000,Irkutsk,gasoline,automatic,FWD,250000,JP,1.6,105,28
9527,Ford,Focus    ,585000,Irkutsk,gasoline,automatic,FWD,302300,USA,1.6,100,19
9528,Ford,Focus    ,645000,Irkutsk,gasoline,manual,FWD,273000,USA,1.8,125,16
9529,Lexus,RX300    ,5500000,Irkutsk,gasoline,automatic,4WD,126000,JP,2.0,238,4
9530,Toyota,Mark II   ,665000,Irkutsk,gasoline,automatic,RWD,180000,JP,2.5,200,25
9531,Land Rover,Rover Range Rover Sport ,1450000,Irkutsk,gasoline,automatic,4WD,270000,UK,4.2,390,19
9532,BMW,X3    ,7390000,Irkutsk,gasoline,automatic,4WD,40239,DE,3.0,387,3
9533,BMW,X5    ,4039000,Irkutsk,diesel,automatic,4WD,90000,DE,3.0,218,9
9534,Mitsubishi,Outlander    ,2100000,Irkutsk,gasoline,CVT,4WD,240000,JP,2.0,146,9
9535,Mitsubishi,Outlander    ,1250000,Irkutsk,gasoline,CVT,4WD,227000,JP,2.0,147,14
9536,Skoda,Fabia    ,499000,Irkutsk,gasoline,manual,FWD,305000,CZ,1.4,86,13
9537,Hyundai,Creta    ,1550000,Irkutsk,gasoline,automatic,4WD,131000,KR,2.0,149,7
9538,Toyota,Camry    ,875000,Irkutsk,gasoline,automatic,FWD,280000,JP,2.4,159,22
9539,Toyota,RAV4    ,2745000,Irkutsk,gasoline,CVT,4WD,126500,JP,2.0,146,7
9540,Honda,Inspire    ,989000,Irkutsk,gasoline,automatic,FWD,100000,JP,3.0,250,21
9541,Volvo,XC90    ,8925000,Irkutsk,hybrid,automatic,4WD,13845,SE,2.0,320,2
9542,Lexus,RX450h    ,2250000,Irkutsk,hybrid,automatic,4WD,180739,JP,3.5,249,13
9543,Nissan,Note    ,910000,Irkutsk,gasoline,CVT,FWD,117400,JP,1.2,79,9
9544,Ford,Explorer    ,1120000,Irkutsk,gasoline,automatic,4WD,177000,USA,4.6,239,20
9545,Toyota,Camry    ,3449999,Irkutsk,gasoline,automatic,FWD,91000,JP,2.5,181,5
9546,Toyota,Raum    ,335000,Irkutsk,gasoline,automatic,FWD,180000,JP,1.5,94,26
9547,Toyota,Land Cruiser   ,8347000,Irkutsk,diesel,automatic,4WD,79200,JP,4.5,249,6
9548,Toyota,Crown    ,275000,Irkutsk,gasoline,automatic,RWD,300000,JP,2.5,200,31
9549,Toyota,Land Cruiser   ,3748000,Irkutsk,diesel,automatic,4WD,222137,JP,4.5,235,13
9550,Lexus,RX350L    ,4950000,Irkutsk,gasoline,automatic,4WD,71300,JP,3.5,294,6
9551,BMW,X6    ,6200000,Irkutsk,gasoline,automatic,4WD,59500,DE,4.4,575,5
9552,BMW,5-Series    ,6100000,Irkutsk,hybrid,automatic,RWD,38000,DE,2.0,184,4
9553,Kia,Rio X (X-Line)  ,1600000,Irkutsk,gasoline,automatic,FWD,108000,KR,1.6,123,6
9554,Lexus,RX200t    ,4270000,Irkutsk,gasoline,automatic,4WD,104,JP,2.0,238,8
9555,BMW,3-Series    ,2420000,Irkutsk,gasoline,automatic,4WD,114,DE,2.0,184,10
9556,Hyundai,Palisade    ,3945000,Irkutsk,diesel,automatic,FWD,92500,KR,2.2,202,6
9557,Honda,Freed Spike   ,1230000,Irkutsk,gasoline,automatic,4WD,180676,JP,1.5,118,10
9558,BMW,X6    ,4690000,Irkutsk,diesel,automatic,4WD,123000,DE,3.0,249,7
9559,Honda,Fit    ,980000,Irkutsk,hybrid,robot,FWD,216000,JP,1.5,110,10
9560,BMW,3-Series    ,4240000,Irkutsk,diesel,automatic,4WD,43000,DE,2.0,190,6
9561,Nissan,Skyline    ,700000,Irkutsk,gasoline,automatic,RWD,200000,JP,2.5,200,24
9562,Nissan,AD    ,292000,Irkutsk,gasoline,automatic,FWD,275000,JP,1.3,87,25
